,u,i
114877,126,1848
114878,2,92
114879,2803,1911
114880,4647,1973
114881,321,1535
114882,350,775
114883,1253,2269
114884,3514,956
114885,1060,1874
114886,4350,1228
114887,4883,1691
114888,3203,2003
114889,2609,1264
114890,2552,730
114891,33,2007
114892,1834,2399
114893,3668,1773
114894,947,657
114895,4167,1871
114896,4659,2333
114897,1347,1530
114898,2440,115
114899,2963,2142
114900,3348,1953
114901,2901,1264
114902,3210,2019
114903,665,2075
114904,3609,38
114905,3218,382
114906,4178,2410
114907,4398,464
114908,1246,1074
114909,3923,1137
114910,1347,1880
114911,2118,1003
114912,3900,187
114913,383,2362
114914,92,1432
114915,4584,65
114916,2363,807
114917,4011,203
114918,380,1310
114919,841,207
114920,2109,2388
114921,3912,197
114922,2107,63
114923,338,1838
114924,744,274
114925,3944,2364
114926,3424,608
114927,616,1028
114928,4353,1071
114929,2329,1573
114930,1923,885
114931,2764,1501
114932,1365,2055
114933,2702,623
114934,3970,552
114935,4837,137
114936,4400,136
114937,3381,157
114938,3164,2374
114939,1412,1120
114940,4748,819
114941,3442,1564
114942,1534,551
114943,4283,2180
114944,3023,1388
114945,2273,890
114946,4468,1179
114947,442,1787
114948,3160,1851
114949,1309,1372
114950,3647,1969
114951,1754,1988
114952,2129,1111
114953,2955,695
114954,3299,505
114955,3770,90
114956,1086,1485
114957,2643,2271
114958,3018,1394
114959,3911,2200
114960,582,1393
114961,3603,1266
114962,2194,1132
114963,1695,253
114964,368,2373
114965,4136,1729
114966,2696,2282
114967,2594,2005
114968,2506,2158
114969,2141,1471
114970,4589,1482
114971,2841,1882
114972,1696,74
114973,2122,2168
114974,410,2225
114975,4887,2078
114976,1762,1825
114977,2254,2287
114978,3307,342
114979,1569,1430
114980,1512,896
114981,4605,2365
114982,1496,393
114983,1872,2370
114984,1524,906
114985,4331,1015
114986,1456,213
114987,3429,2375
114988,3758,1153
114989,3226,1292
114990,2358,2236
114991,1606,157
114992,3502,409
114993,3314,358
114994,4819,954
114995,3420,1508
114996,4779,1555
114997,422,1804
114998,4190,1160
114999,1442,2385
115000,3869,1519
115001,4862,277
115002,1226,1040
115003,4242,569
115004,3841,225
115005,4185,35
115006,699,1523
115007,4049,174
115008,1191,1985
115009,2751,1534
115010,3028,122
115011,3762,117
115012,1222,517
115013,2053,445
115014,2555,1595
115015,812,2339
115016,4258,1452
115017,4003,179
115018,1833,1610
115019,3039,661
115020,1044,403
115021,3501,2412
115022,1423,399
115023,2598,137
115024,115,1071
115025,2756,1477
115026,4399,529
115027,383,1825
115028,763,1292
115029,4849,1489
115030,1195,949
115031,1697,2099
115032,2815,1303
115033,4809,2090
115034,1512,2319
115035,98,1841
115036,1034,65
115037,471,891
115038,75,891
115039,70,547
115040,2403,800
115041,1444,1626
115042,4178,2223
115043,2163,559
115044,3061,1709
115045,2559,559
115046,4267,760
115047,683,1713
115048,4733,1
115049,591,2124
115050,3980,703
115051,1800,1446
115052,1836,1103
115053,3143,960
115054,1359,1703
115055,1145,431
115056,4789,283
115057,3041,683
115058,4794,627
115059,4415,1762
115060,4468,642
115061,3733,1176
115062,2319,698
115063,2420,1504
115064,1355,1180
115065,3103,780
115066,1105,251
115067,1201,713
115068,3601,2188
115069,1787,56
115070,3406,1720
115071,3843,1721
115072,443,1071
115073,2098,2392
115074,1750,928
115075,2226,857
115076,3551,1320
115077,1715,1873
115078,1618,1940
115079,1535,185
115080,4611,519
115081,4303,366
115082,4418,124
115083,1310,1006
115084,4761,463
115085,802,2293
115086,4351,2285
115087,705,2360
115088,3731,325
115089,54,1087
115090,1697,139
115091,3264,1613
115092,19,2032
115093,4418,474
115094,454,1960
115095,3250,402
115096,1137,2367
115097,1404,267
115098,3466,966
115099,3937,551
115100,4804,136
115101,4231,274
115102,2405,1515
115103,2436,828
115104,2486,945
115105,1030,965
115106,1845,360
115107,1344,2064
115108,1581,1253
115109,4819,417
115110,3086,1849
115111,1713,1372
115112,4010,1968
115113,4230,22
115114,255,1319
115115,3328,1382
115116,2865,160
115117,991,1387
115118,2109,591
115119,3702,1034
115120,949,1915
115121,171,867
115122,2175,2342
115123,2170,1998
115124,1196,1792
115125,1134,914
115126,1170,571
115127,3319,515
115128,2078,2409
115129,3790,100
115130,2548,1392
115131,2389,581
115132,4402,664
115133,3662,854
115134,3714,1044
115135,1976,2132
115136,4159,1660
115137,3032,458
115138,3555,233
115139,2495,253
115140,1729,1474
115141,2940,869
115142,1637,1885
115143,1231,1197
115144,598,530
115145,1105,2024
115146,4400,1722
115147,3300,2343
115148,818,1967
115149,4889,1132
115150,4607,2200
115151,1305,2085
115152,3977,1804
115153,214,540
115154,1623,674
115155,3448,2214
115156,1684,2081
115157,844,155
115158,4581,198
115159,4885,609
115160,4606,1948
115161,3942,1968
115162,3921,1091
115163,2957,1573
115164,3444,1691
115165,2384,1711
115166,3915,1276
115167,1423,212
115168,2097,1654
115169,916,2101
115170,1630,690
115171,4773,2246
115172,4377,2246
115173,2901,890
115174,72,433
115175,127,894
115176,3554,1455
115177,4275,1969
115178,2246,2127
115179,3624,696
115180,1444,1439
115181,389,1803
115182,2241,1783
115183,2717,1712
115184,759,582
115185,3954,2328
115186,3543,1296
115187,2907,1055
115188,1493,577
115189,1436,43
115190,1488,233
115191,4636,2133
115192,868,525
115193,589,1864
115194,964,987
115195,1862,2137
115196,3672,363
115197,1461,1793
115198,924,1588
115199,2302,157
115200,2773,1994
115201,2073,105
115202,4846,630
115203,2676,2061
115204,202,1603
115205,489,879
115206,4627,1266
115207,3481,768
115208,2015,100
115209,616,654
115210,4621,1451
115211,4564,917
115212,2816,1317
115213,2227,922
115214,3464,1538
115215,4237,1461
115216,474,197
115217,3213,1138
115218,1038,2225
115219,2370,449
115220,2786,1825
115221,575,1003
115222,2244,1276
115223,1817,1963
115224,351,1295
115225,4422,460
115226,2095,1153
115227,975,1876
115228,2145,1270
115229,350,1824
115230,1064,413
115231,4577,748
115232,4274,939
115233,2376,614
115234,2832,1419
115235,438,890
115236,3172,1487
115237,2401,2364
115238,2776,1487
115239,2208,1969
115240,2581,1019
115241,1234,1763
115242,1424,1106
115243,1023,762
115244,3132,1307
115245,952,2050
115246,3111,430
115247,3593,204
115248,19,1845
115249,4439,1164
115250,428,552
115251,261,1378
115252,1988,101
115253,3879,9
115254,2475,219
115255,4245,1298
115256,2383,630
115257,3594,25
115258,455,1594
115259,3609,1087
115260,4056,1776
115261,358,1661
115262,4835,1514
115263,3116,1154
115264,2954,2324
115265,199,850
115266,3236,1256
115267,2866,225
115268,691,1312
115269,3707,841
115270,1532,1928
115271,2332,291
115272,1717,927
115273,4508,2058
115274,4076,2401
115275,2235,358
115276,3580,2197
115277,4015,2125
115278,4256,1056
115279,2456,1266
115280,2924,580
115281,4445,1709
115282,2148,1113
115283,3333,1539
115284,1184,1595
115285,1461,183
115286,3856,1314
115287,395,388
115288,3077,795
115289,2170,1811
115290,267,1142
115291,2483,56
115292,4744,995
115293,3868,1324
115294,576,1897
115295,669,2088
115296,2857,1960
115297,4555,1473
115298,852,1014
115299,1442,2011
115300,1874,887
115301,1103,1764
115302,2842,1278
115303,4115,1551
115304,2248,539
115305,3542,1689
115306,1147,558
115307,279,1502
115308,4453,1546
115309,953,692
115310,3330,1217
115311,80,1292
115312,85,1636
115313,962,1909
115314,1244,841
115315,3145,1437
115316,3542,2039
115317,3038,816
115318,2230,1057
115319,1141,1093
115320,3725,965
115321,578,1919
115322,912,1041
115323,3594,1448
115324,1326,92
115325,4182,2372
115326,3461,1858
115327,4557,1495
115328,604,107
115329,4117,442
115330,4239,2125
115331,569,1052
115332,903,174
115333,6,1878
115334,1687,256
115335,1348,790
115336,1496,1442
115337,3395,457
115338,657,118
115339,2579,1591
115340,2553,370
115341,717,923
115342,3831,987
115343,534,1216
115344,3860,227
115345,3149,401
115346,3078,1689
115347,4107,104
115348,1958,2412
115349,862,523
115350,3969,170
115351,4278,925
115352,3376,2285
115353,2861,873
115354,17,1636
115355,730,754
115356,4625,2137
115357,1941,149
115358,1407,215
115359,1500,406
115360,505,1575
115361,2242,1016
115362,817,349
115363,2116,1843
115364,4898,202
115365,4554,392
115366,254,1175
115367,812,5
115368,1064,226
115369,2490,1495
115370,597,1514
115371,2331,684
115372,2336,1028
115373,4669,500
115374,2823,365
115375,4781,1495
115376,2541,1433
115377,4158,1516
115378,116,1591
115379,4624,757
115380,481,26
115381,1327,986
115382,2225,2136
115383,2264,2064
115384,4814,100
115385,1670,1325
115386,276,2223
115387,2409,1664
115388,2942,2127
115389,2159,735
115390,1875,1730
115391,409,1062
115392,1656,114
115393,3963,1398
115394,2616,2142
115395,4830,983
115396,358,1474
115397,4890,1788
115398,4702,1737
115399,225,1884
115400,4681,860
115401,753,2003
115402,1087,1125
115403,4772,978
115404,629,247
115405,4641,1461
115406,959,1879
115407,2211,1275
115408,4508,1871
115409,677,2166
115410,4534,59
115411,4291,1055
115412,1056,2162
115413,82,1956
115414,1298,1695
115415,1632,817
115416,1663,130
115417,3559,382
115418,4790,1153
115419,2600,1208
115420,418,370
115421,2355,623
115422,3310,2307
115423,4631,342
115424,4591,943
115425,575,2239
115426,1253,1171
115427,1442,1824
115428,3128,546
115429,2555,684
115430,1254,1773
115431,3336,495
115432,3590,2297
115433,1226,479
115434,2463,1095
115435,567,843
115436,3924,1419
115437,1874,700
115438,3889,2364
115439,628,2250
115440,1720,233
115441,3740,2241
115442,1711,2399
115443,1310,2055
115444,1891,1054
115445,1617,485
115446,521,848
115447,1424,2342
115448,4101,2405
115449,4099,80
115450,2572,1388
115451,4751,1174
115452,2884,162
115453,2784,2210
115454,2347,2209
115455,2761,1260
115456,349,1680
115457,1732,593
115458,4461,846
115459,3685,1379
115460,440,1798
115461,3628,845
115462,2998,449
115463,916,1727
115464,2414,398
115465,3708,1548
115466,4706,650
115467,1091,38
115468,2403,239
115469,3702,1733
115470,1897,1599
115471,2394,2405
115472,374,397
115473,3061,1148
115474,3173,2143
115475,3214,2144
115476,3209,1800
115477,2431,752
115478,4482,2073
115479,2118,255
115480,4860,1467
115481,2993,455
115482,3980,142
115483,1903,1764
115484,62,1973
115485,1399,541
115486,375,218
115487,4625,1600
115488,4234,1944
115489,153,2091
115490,3570,1964
115491,872,1024
115492,3979,671
115493,2914,347
115494,2169,193
115495,4132,1667
115496,3082,2375
115497,3974,327
115498,1764,2359
115499,4564,543
115500,3103,219
115501,448,1635
115502,4709,143
115503,576,100
115504,3432,2380
115505,3688,91
115506,4713,1016
115507,1525,1969
115508,4494,1652
115509,2746,2052
115510,781,505
115511,2556,1928
115512,1069,383
115513,1618,1379
115514,1531,2134
115515,1094,2133
115516,3771,2196
115517,1529,2061
115518,125,2271
115519,2401,1990
115520,276,1686
115521,1305,101
115522,3612,1385
115523,4049,1386
115524,2393,594
115525,3981,693
115526,1481,1266
115527,3480,2397
115528,921,111
115529,2290,846
115530,4373,170
115531,2172,2288
115532,3946,857
115533,1420,209
115534,1250,2272
115535,1979,1893
115536,854,2272
115537,2440,790
115538,599,999
115539,3338,1940
115540,1096,1805
115541,1373,393
115542,1414,394
115543,2317,1888
115544,3583,1744
115545,2497,543
115546,2153,733
115547,1569,682
115548,3799,56
115549,4291,518
115550,1969,1555
115551,1303,1502
115552,365,953
115553,1338,1688
115554,4750,1217
115555,2456,892
115556,2148,739
115557,236,2236
115558,179,1702
115559,2949,1956
115560,1882,1559
115561,1861,682
115562,1704,2196
115563,2232,2315
115564,2499,215
115565,329,1646
115566,3883,1982
115567,2914,2120
115568,2654,503
115569,140,2124
115570,4565,1787
115571,4144,67
115572,919,1862
115573,2182,1447
115574,4515,1700
115575,2226,1719
115576,2940,308
115577,1531,174
115578,2601,842
115579,4744,971
115580,3237,302
115581,3679,647
115582,2767,1319
115583,2705,441
115584,55,2201
115585,1402,1457
115586,2649,509
115587,3542,1315
115588,3920,709
115589,3295,657
115590,1208,1591
115591,1638,1175
115592,218,852
115593,3237,652
115594,2731,2012
115595,3101,791
115596,900,657
115597,394,2017
115598,4007,304
115599,1101,189
115600,3542,1665
115601,1207,1339
115602,3220,1422
115603,2819,1078
115604,3722,320
115605,3849,2347
115606,3123,1489
115607,2753,458
115608,3255,1608
115609,3972,468
115610,763,544
115611,1656,1350
115612,854,662
115613,687,1488
115614,4331,1340
115615,4416,135
115616,431,744
115617,35,744
115618,4460,407
115619,1282,2048
115620,441,1432
115621,1712,1632
115622,745,1843
115623,4267,12
115624,3988,1351
115625,771,31
115626,3455,2019
115627,4687,2291
115628,3073,971
115629,1708,1109
115630,4031,674
115631,4871,1819
115632,4473,238
115633,4683,1768
115634,4586,1835
115635,2667,633
115636,826,842
115637,1135,1597
115638,1104,32
115639,3745,438
115640,1904,647
115641,202,1392
115642,3177,920
115643,3335,2260
115644,2275,2280
115645,293,1510
115646,3252,505
115647,468,2073
115648,3515,915
115649,3561,1260
115650,4058,2066
115651,4087,1306
115652,3464,1327
115653,4300,1599
115654,3295,2080
115655,4668,305
115656,3740,444
115657,4170,28
115658,3232,1731
115659,3705,1389
115660,1239,1546
115661,843,1546
115662,547,272
115663,3351,110
115664,4244,916
115665,4531,192
115666,3722,1743
115667,759,1094
115668,1261,2244
115669,3628,2081
115670,4352,1358
115671,352,935
115672,1167,330
115673,4336,855
115674,4179,2369
115675,2322,2045
115676,4244,1266
115677,3466,218
115678,942,1151
115679,3127,752
115680,3958,680
115681,2163,1234
115682,4517,2364
115683,1153,1371
115684,1626,1029
115685,282,2044
115686,3962,1553
115687,2840,695
115688,4230,2307
115689,615,1695
115690,2774,75
115691,4881,547
115692,1646,1654
115693,775,2327
115694,2948,1167
115695,1986,1722
115696,1976,1034
115697,3046,1702
115698,4322,2246
115699,2846,890
115700,3575,511
115701,3671,973
115702,2267,1183
115703,1918,1029
115704,1735,1322
115705,3970,1040
115706,2561,906
115707,2103,28
115708,4071,1846
115709,196,1869
115710,581,1680
115711,3964,1225
115712,1636,1316
115713,99,1936
115714,479,1403
115715,3872,1636
115716,3684,1585
115717,2627,1876
115718,4575,2318
115719,2746,255
115720,8,2168
115721,407,187
115722,3576,712
115723,2982,2225
115724,4422,1672
115725,1141,182
115726,34,356
115727,1304,1866
115728,3234,194
115729,992,59
115730,2172,141
115731,1991,2015
115732,1363,1692
115733,3593,1066
115734,1767,2307
115735,3572,189
115736,3161,1409
115737,4408,461
115738,2577,1358
115739,3506,1821
115740,4686,1903
115741,3249,475
115742,3285,132
115743,2779,1492
115744,2347,1835
115745,1414,1630
115746,1295,218
115747,328,429
115748,2630,1369
115749,4521,1277
115750,2086,747
115751,3338,143
115752,1937,624
115753,4213,343
115754,4710,1149
115755,3118,1308
115756,1707,1101
115757,2488,912
115758,1748,1102
115759,4764,631
115760,2918,496
115761,2527,840
115762,4819,1092
115763,2964,841
115764,3795,769
115765,2924,1442
115766,1427,1461
115767,1026,1117
115768,4815,569
115769,2069,1867
115770,3225,2309
115771,546,665
115772,4816,1171
115773,1858,866
115774,1939,296
115775,3186,1600
115776,2847,2134
115777,3094,2011
115778,2354,2201
115779,2037,50
115780,4771,647
115781,2524,168
115782,3463,1319
115783,2786,1077
115784,1434,1477
115785,981,943
115786,3679,1883
115787,1408,256
115788,1134,1939
115789,12,1081
115790,2746,1678
115791,3618,1607
115792,3458,194
115793,1126,543
115794,1967,1159
115795,2860,1965
115796,4577,0
115797,3894,724
115798,279,2364
115799,4016,2407
115800,2889,1205
115801,4668,118
115802,2930,1206
115803,1120,728
115804,4355,1873
115805,1393,1826
115806,1388,1482
115807,2604,1221
115808,3880,1765
115809,3668,2074
115810,3444,2366
115811,2793,1093
115812,4746,1879
115813,4689,1345
115814,3228,1021
115815,1789,2176
115816,2003,415
115817,3307,2253
115818,3620,498
115819,2687,293
115820,3153,1786
115821,445,158
115822,3681,1905
115823,2179,1580
115824,3795,2192
115825,2251,113
115826,2425,1986
115827,2748,919
115828,4665,2048
115829,2113,179
115830,3675,1309
115831,1932,2053
115832,612,456
115833,2231,2120
115834,3578,1376
115835,1148,1190
115836,88,1210
115837,4596,376
115838,4317,1715
115839,2720,1530
115840,2324,1530
115841,4066,1315
115842,2626,1868
115843,1160,1200
115844,729,2145
115845,1560,2073
115846,4555,725
115847,2380,1812
115848,2874,2347
115849,4836,186
115850,4335,1890
115851,3239,1
115852,4114,201
115853,3212,1561
115854,2212,134
115855,2647,62
115856,2182,1423
115857,4042,2018
115858,331,944
115859,1060,565
115860,3505,1813
115861,4192,1962
115862,4634,2307
115863,2700,73
115864,2256,2311
115865,1454,1623
115866,4090,1685
115867,4752,84
115868,2732,2240
115869,4561,1270
115870,4848,546
115871,2102,1844
115872,1269,1843
115873,3905,1905
115874,665,416
115875,208,2392
115876,4685,2245
115877,349,1119
115878,789,1391
115879,44,1237
115880,3901,1382
115881,3500,1038
115882,1533,2074
115883,1989,627
115884,2374,438
115885,4296,1911
115886,696,2331
115887,2962,1362
115888,4641,2323
115889,338,179
115890,2743,1998
115891,3113,777
115892,4116,223
115893,1845,848
115894,4293,859
115895,4487,1856
115896,4045,1511
115897,805,2274
115898,4578,1974
115899,4511,752
115900,1615,1325
115901,3050,428
115902,4297,1732
115903,925,124
115904,4727,1316
115905,47,380
115906,2354,1664
115907,3940,182
115908,3134,2004
115909,3072,1126
115910,1272,1336
115911,3507,1054
115912,1105,2162
115913,2478,387
115914,3472,1999
115915,894,1161
115916,3930,2096
115917,2099,741
115918,2596,1547
115919,1536,1567
115920,130,1704
115921,2786,890
115922,126,1962
115923,402,1079
115924,2586,1209
115925,906,1521
115926,2859,2307
115927,3141,1239
115928,1794,1983
115929,804,1244
115930,403,900
115931,300,21
115932,3945,475
115933,1517,362
115934,2408,1095
115935,670,2183
115936,3624,834
115937,1855,357
115938,230,1130
115939,4306,639
115940,2506,849
115941,1040,181
115942,2972,90
115943,943,248
115944,2906,1722
115945,3874,2113
115946,3153,1599
115947,101,161
115948,4056,841
115949,2220,1394
115950,2282,2272
115951,3985,2129
115952,688,2358
115953,3988,2400
115954,1061,1408
115955,149,2080
115956,586,2081
115957,3292,1384
115958,1282,64
115959,1769,182
115960,709,202
115961,3675,1122
115962,1211,1352
115963,4886,517
115964,3821,193
115965,3984,1877
115966,246,2363
115967,2574,2272
115968,3190,326
115969,1514,2292
115970,2415,1461
115971,1699,1291
115972,396,2307
115973,381,1275
115974,167,2255
115975,643,2184
115976,4375,1883
115977,1003,275
115978,3907,317
115979,2437,2159
115980,3156,1092
115981,570,1147
115982,4651,1000
115983,1685,80
115984,4616,1945
115985,4172,19
115986,2033,763
115987,2582,1759
115988,2119,537
115989,3827,738
115990,931,1311
115991,99,1912
115992,3115,1441
115993,2146,1579
115994,2578,1236
115995,4474,1488
115996,4381,1297
115997,3823,215
115998,20,1804
115999,1792,300
116000,486,1045
116001,2071,2344
116002,4490,2371
116003,2074,363
116004,3753,1324
116005,446,865
116006,1375,1328
116007,2286,1185
116008,825,861
116009,4182,1437
116010,3055,235
116011,358,2149
116012,234,393
116013,1846,132
116014,4337,1725
116015,2840,1744
116016,2251,1349
116017,4613,842
116018,26,2349
116019,2610,2221
116020,1216,867
116021,3795,395
116022,273,2226
116023,3130,944
116024,1989,790
116025,4625,852
116026,1046,2149
116027,1856,1200
116028,1861,1544
116029,4283,334
116030,4374,452
116031,2574,662
116032,3754,744
116033,2725,77
116034,4652,1894
116035,3683,2032
116036,818,1918
116037,2683,605
116038,1685,1503
116039,3930,1909
116040,4391,806
116041,510,984
116042,601,1102
116043,2244,154
116044,2746,1304
116045,3613,889
116046,3119,354
116047,808,1580
116048,4264,1381
116049,274,1646
116050,4386,812
116051,3797,417
116052,958,1524
116053,896,646
116054,151,492
116055,3607,293
116056,861,1591
116057,1138,179
116058,520,2052
116059,833,297
116060,2137,2135
116061,4747,976
116062,2983,843
116063,4781,560
116064,3434,1304
116065,230,943
116066,825,2284
116067,1255,1868
116068,3932,1931
116069,728,2351
116070,2809,1602
116071,3528,535
116072,4137,2336
116073,2280,2012
116074,3491,1407
116075,2082,1273
116076,282,1483
116077,559,71
116078,4759,1336
116079,1113,1411
116080,149,1893
116081,959,944
116082,1344,755
116083,3292,1197
116084,1303,754
116085,2734,2367
116086,1149,287
116087,2580,1900
116088,708,544
116089,1544,816
116090,1585,817
116091,2015,401
116092,3627,140
116093,989,5
116094,22,216
116095,4134,1634
116096,4067,412
116097,4119,602
116098,3258,1963
116099,3165,1772
116100,1730,417
116101,2597,2254
116102,3225,325
116103,1826,879
116104,2514,499
116105,581,1119
116106,4800,936
116107,2943,612
116108,541,1720
116109,109,2063
116110,1503,1165
116111,3617,2054
116112,1253,236
116113,1905,2111
116114,752,1940
116115,3085,2193
116116,4463,762
116117,3828,22
116118,8,1607
116119,2305,2203
116120,4504,12
116121,3208,1445
116122,4039,1373
116123,799,2136
116124,2079,170
116125,3925,305
116126,4158,2004
116127,3299,782
116128,1885,304
116129,3655,1383
116130,2132,181
116131,1798,1059
116132,2665,644
116133,4561,896
116134,3905,1531
116135,142,267
116136,737,1608
116137,3306,448
116138,1845,124
116139,4346,2405
116140,2808,171
116141,4781,2333
116142,2286,998
116143,70,2084
116144,4338,1009
116145,4106,2194
116146,3369,1147
116147,3307,269
116148,2835,1213
116149,2465,182
116150,1303,2177
116151,3954,1019
116152,3949,675
116153,3944,331
116154,4816,260
116155,246,216
116156,409,1900
116157,221,1849
116158,159,971
116159,2456,1567
116160,656,1777
116161,4825,1477
116162,2760,1978
116163,47,6
116164,955,1844
116165,1759,1080
116166,1817,304
116167,3477,1969
116168,4246,1019
116169,2821,352
116170,3433,916
116171,4092,552
116172,2120,1244
116173,315,1110
116174,750,1038
116175,4888,1425
116176,1565,433
116177,4638,496
116178,500,109
116179,4395,1492
116180,2903,1855
116181,1103,2065
116182,126,1588
116183,1129,1034
116184,525,1859
116185,905,1326
116186,1371,567
116187,655,397
116188,4452,1245
116189,2526,2282
116190,2048,28
116191,3326,645
116192,148,2286
116193,4100,39
116194,4315,1913
116195,4253,1035
116196,4602,1189
116197,2239,2225
116198,3607,106
116199,3383,398
116200,520,1865
116201,1979,608
116202,3471,245
116203,2577,2220
116204,824,2276
116205,4561,2319
116206,1044,330
116207,1300,2205
116208,2418,1409
116209,1423,326
116210,2311,788
116211,2756,1404
116212,5,2358
116213,4034,2021
116214,4306,265
116215,2031,1148
116216,1198,1147
116217,98,1768
116218,3398,1810
116219,4122,1087
116220,4153,400
116221,194,2230
116222,4553,1273
116223,339,1830
116224,32,367
116225,2267,85
116226,1903,2252
116227,4508,749
116228,1242,291
116229,4437,2037
116230,581,582
116231,4416,1160
116232,2073,219
116233,2012,2195
116234,3380,76
116235,4374,1688
116236,1827,163
116237,1944,1502
116238,2135,1447
116239,628,778
116240,4776,1853
116241,2971,1719
116242,4308,287
116243,1844,517
116244,2274,101
116245,140,1189
116246,2093,1975
116247,1654,393
116248,3596,990
116249,975,1990
116250,2582,1385
116251,782,1595
116252,3022,1657
116253,1124,1332
116254,1936,456
116255,4300,2274
116256,2027,574
116257,3212,1000
116258,1951,1518
116259,896,1882
116260,1086,1225
116261,1112,194
116262,3039,2011
116263,1614,1344
116264,4387,1869
116265,1070,722
116266,1362,342
116267,1332,1631
116268,3947,816
116269,2481,148
116270,790,1082
116271,1230,1354
116272,798,1697
116273,3941,1001
116274,2475,333
116275,4495,2341
116276,4438,1807
116277,265,2365
116278,1070,1072
116279,4486,1474
116280,692,897
116281,3374,1304
116282,2496,1560
116283,753,2304
116284,3707,955
116285,2303,1165
116286,2795,1627
116287,4080,5
116288,1872,2110
116289,836,1026
116290,2073,1642
116291,4191,21
116292,2518,2258
116293,4235,293
116294,2924,694
116295,2492,1037
116296,3703,432
116297,4878,170
116298,3789,206
116299,2292,225
116300,2856,2253
116301,361,918
116302,2226,1857
116303,4502,1576
116304,4882,1043
116305,2069,1119
116306,1611,241
116307,3631,2249
116308,2160,1237
116309,1100,1257
116310,2165,1581
116311,857,2253
116312,418,671
116313,3222,509
116314,1453,2284
116315,4068,1469
116316,3313,627
116317,3815,1777
116318,3909,658
116319,4797,1120
116320,2555,985
116321,3052,1791
116322,1565,246
116323,505,266
116324,1007,1416
116325,2093,365
116326,2898,1324
116327,4109,719
116328,4489,186
116329,1311,1827
116330,1908,585
116331,1930,2064
116332,402,518
116333,3542,1803
116334,3824,735
116335,2019,601
116336,2464,1217
116337,613,738
116338,1714,719
116339,4355,1125
116340,2515,1936
116341,3232,796
116342,2609,817
116343,4557,1259
116344,1494,1884
116345,231,821
116346,614,559
116347,2176,1689
116348,2510,811
116349,3817,668
116350,665,1278
116351,2910,1684
116352,3629,617
116353,1485,1017
116354,2753,946
116355,1256,965
116356,2264,755
116357,2787,530
116358,2599,479
116359,1102,498
116360,234,1442
116361,3302,1161
116362,2896,473
116363,2567,1695
116364,1286,26
116365,1876,1023
116366,4173,1619
116367,446,2264
116368,2614,760
116369,1277,2192
116370,4613,1891
116371,2139,1433
116372,4845,736
116373,3024,2321
116374,2052,2188
116375,1795,842
116376,4451,28
116377,4625,1901
116378,924,1515
116379,3888,854
116380,775,1392
116381,364,360
116382,4789,23
116383,4653,162
116384,2385,1058
116385,986,1612
116386,236,1114
116387,3689,644
116388,2355,2347
116389,884,1335
116390,3098,176
116391,334,868
116392,1160,452
116393,2777,535
116394,4120,49
116395,1930,104
116396,510,2033
116397,2406,2285
116398,78,124
116399,1351,397
116400,1432,2079
116401,2151,1012
116402,4703,629
116403,2746,2353
116404,3028,1285
116405,884,1685
116406,3618,2282
116407,4053,2210
116408,3991,1332
116409,4421,916
116410,2965,936
116411,1279,2214
116412,1870,1901
116413,399,889
116414,4535,1203
116415,834,817
116416,3115,880
116417,4285,274
116418,2084,140
116419,3018,947
116420,1946,206
116421,4356,2369
116422,705,2100
116423,1916,1495
116424,3189,1768
116425,4741,2210
116426,2330,546
116427,3756,1815
116428,681,171
116429,2660,2178
116430,4874,1019
116431,3126,1419
116432,2881,834
116433,758,2111
116434,4307,2103
116435,2748,1244
116436,881,232
116437,2901,2240
116438,4148,1292
116439,1338,1639
116440,3065,362
116441,1666,916
116442,1379,1640
116443,718,1931
116444,759,1932
116445,4830,1097
116446,3794,13
116447,691,1239
116448,3702,424
116449,1964,1512
116450,1866,977
116451,441,310
116452,2368,2127
116453,3113,29
116454,1678,926
116455,594,1306
116456,4009,1106
116457,113,252
116458,677,2280
116459,703,1249
116460,3547,486
116461,4262,1929
116462,4317,2390
116463,2734,383
116464,153,782
116465,1328,520
116466,700,197
116467,2632,106
116468,2637,450
116469,3139,1600
116470,4248,718
116471,1386,875
116472,355,135
116473,1315,2163
116474,1447,2282
116475,1380,1060
116476,726,1768
116477,2190,111
116478,1192,1009
116479,3807,194
116480,684,2296
116481,4791,1118
116482,126,1214
116483,962,1486
116484,1280,75
116485,4351,65
116486,1894,2220
116487,966,2359
116488,2074,875
116489,336,1963
116490,4654,1005
116491,2916,2093
116492,1362,1578
116493,956,890
116494,3356,2365
116495,4469,1225
116496,3880,830
116497,2414,162
116498,3637,1826
116499,4752,759
116500,829,2246
116501,3817,481
116502,3352,1842
116503,1511,2051
116504,1444,829
116505,1600,588
116506,2118,19
116507,225,38
116508,2167,635
116509,4367,1298
116510,1132,2405
116511,2395,1990
116512,2333,1112
116513,3408,2124
116514,4234,1708
116515,2439,2262
116516,1410,1595
116517,278,49
116518,2676,1451
116519,840,2004
116520,881,2005
116521,563,383
116522,4097,1595
116523,3129,2335
116524,202,1343
116525,2041,1061
116526,293,1461
116527,387,342
116528,3744,918
116529,1694,199
116530,290,409
116531,2063,1759
116532,972,214
116533,2195,1878
116534,1570,1826
116535,2284,415
116536,4734,2007
116537,1372,1087
116538,413,1913
116539,3453,338
116540,2983,1355
116541,3858,1555
116542,2827,815
116543,1084,1559
116544,1459,682
116545,3417,1812
