,u,v
83380,2424,4012
83381,1905,4374
83382,2641,2984
83383,1844,4374
83384,823,2641
83385,102,2100
83386,2641,3624
83387,2019,4635
83388,3974,4012
83389,503,4578
83390,552,4386
83391,3252,4012
83392,2641,3430
83393,3410,3890
83394,3890,4099
83395,1638,2984
83396,259,286
83397,1084,1944
83398,1325,4012
83399,2421,4635
83400,258,2794
83401,2424,2641
83402,1944,4386
83403,1084,4757
83404,1338,4374
83405,1325,2794
83406,1638,4099
83407,286,4253
83408,1358,1984
83409,1944,3430
83410,823,2100
83411,1984,4098
83412,701,4578
83413,1325,2897
83414,258,1977
83415,1028,4386
83416,165,823
83417,259,4578
83418,1303,2019
83419,48,1325
83420,2100,4662
83421,1325,1481
83422,48,3207
83423,1416,2019
83424,1844,3624
83425,1459,1984
83426,180,286
83427,102,2421
83428,365,823
83429,1084,1325
83430,3974,4143
83431,327,2641
83432,823,4098
83433,365,3996
83434,3207,4386
83435,701,3973
83436,3890,4662
83437,4098,4578
83438,701,1905
83439,3819,4386
83440,701,4098
83441,365,1844
83442,1338,2984
83443,327,1944
83444,1303,4374
83445,102,4386
83446,1416,1977
83447,327,4143
83448,286,2803
83449,2897,3843
83450,503,3689
83451,1459,1977
83452,1325,1944
83453,1937,2897
83454,1160,1937
83455,2641,3689
83456,180,1844
83457,1358,2897
83458,503,4374
83459,102,4578
83460,286,1358
83461,3996,4408
83462,674,4012
83463,1358,1905
83464,1905,2641
83465,823,3973
83466,503,4012
83467,2421,3819
83468,507,3430
83469,2803,4386
83470,1152,3996
83471,2984,3843
83472,1358,2803
83473,1358,4578
83474,4099,4374
83475,1160,2641
83476,1325,3973
83477,258,3996
83478,2984,4098
83479,1984,3624
83480,165,1905
83481,3252,3974
83482,1084,2100
83483,4012,4098
83484,327,3430
83485,507,4143
83486,1338,4662
83487,1638,3252
83488,259,2421
83489,3410,3996
83490,1028,4253
83491,701,1028
83492,552,1638
83493,503,2984
83494,503,2641
83495,3973,4099
83496,1338,1944
83497,552,1325
83498,286,1977
83499,3974,3996
83500,2100,3819
83501,823,3391
83502,259,507
83503,3430,4374
83504,2523,3819
83505,1638,1937
83506,1338,1416
83507,1338,3890
83508,503,1084
83509,823,1844
83510,1937,2523
83511,823,2803
83512,1303,3689
83513,823,3207
83514,48,4578
83515,48,507
83516,165,3207
83517,1416,4098
83518,1358,3973
83519,1325,4099
83520,1028,3974
83521,1944,4505
83522,327,1459
83523,4386,4757
83524,552,3843
83525,1325,4374
83526,1844,3410
83527,1416,1638
83528,674,1905
83529,3207,3391
83530,503,3207
83531,2424,4098
83532,1416,4012
83533,552,823
83534,2019,3689
83535,3391,3689
83536,1028,3410
83537,1977,2523
83538,327,1416
83539,2803,3207
83540,1944,3843
83541,365,3252
83542,4635,4662
83543,1977,3391
83544,1984,4505
83545,258,3410
83546,180,4635
83547,1160,2803
83548,1325,3689
83549,552,1459
83550,552,4408
83551,2803,4578
83552,3430,3689
83553,1944,3410
83554,102,1338
83555,259,3843
83556,2803,4143
83557,701,4386
83558,165,258
83559,259,3410
83560,1638,3973
83561,4505,4662
83562,2641,3207
83563,2794,3843
83564,3391,3430
83565,1084,1303
83566,2641,4635
83567,2641,4505
83568,2424,3689
83569,180,823
83570,1944,2100
83571,102,1977
83572,3144,4253
83573,1152,3843
83574,1944,4098
83575,1152,2984
83576,286,3144
83577,503,3973
83578,701,3430
83579,3391,4578
83580,1358,4143
83581,701,3207
83582,823,3890
83583,1416,4408
83584,286,3819
83585,258,1028
83586,3144,3819
83587,503,1152
83588,1905,3996
83589,286,1944
83590,1160,2523
83591,552,2984
83592,259,3974
83593,1944,3624
83594,1638,3890
83595,1160,2897
83596,1160,1844
83597,2794,3207
83598,1338,3819
83599,1152,1905
83600,1028,1944
83601,674,3391
83602,3890,3973
83603,1944,2641
83604,3973,4635
83605,3689,3843
83606,3410,4386
83607,2641,4253
83608,1481,4578
83609,1984,2641
83610,48,1338
83611,552,1358
83612,503,1160
83613,2421,3890
83614,180,4505
83615,3410,3430
83616,1459,2100
83617,503,3890
83618,1459,3689
83619,1944,2803
83620,507,1303
83621,2984,4635
83622,1160,2019
83623,3144,3974
83624,1416,3819
83625,4386,4408
83626,1977,4374
83627,1416,4099
83628,2641,3973
83629,701,3144
83630,1028,2803
83631,1481,3207
83632,1152,1638
83633,1358,1844
83634,3430,3996
83635,1638,4757
83636,1338,2794
83637,259,3996
83638,286,2424
83639,3207,3996
83640,2019,3819
83641,102,1160
83642,823,4099
83643,1325,2100
83644,507,2019
83645,2019,4505
83646,259,2984
83647,180,4012
83648,2794,4386
83649,1338,3430
83650,286,4505
83651,1638,4143
83652,2984,3973
83653,165,1152
83654,48,1358
83655,2523,2803
83656,552,2794
83657,259,1416
83658,1152,4012
83659,180,4386
83660,3144,3973
83661,674,1844
83662,1084,1481
83663,2019,3996
83664,674,1338
83665,1416,3996
83666,1481,4374
83667,1325,3819
83668,365,552
83669,4099,4143
83670,165,2641
83671,1152,2641
83672,365,1977
83673,1338,2803
83674,165,4143
83675,1303,2100
83676,1844,3252
83677,1325,1416
83678,4408,4578
83679,1338,1358
83680,1638,2641
83681,1160,4386
83682,1358,1977
83683,2019,2803
83684,1303,4012
83685,3430,4012
83686,1459,2421
83687,1977,3973
83688,3624,4386
83689,2984,4374
83690,258,3843
83691,552,1152
83692,3973,4253
83693,507,1358
83694,3144,3410
83695,4099,4662
83696,1638,1977
83697,1160,1416
83698,180,1358
83699,1416,2794
83700,3144,3843
83701,1984,3843
83702,1905,2100
83703,4012,4662
83704,1937,4253
83705,674,3252
83706,365,2421
83707,1844,4635
83708,823,1325
83709,701,3819
83710,1984,2897
83711,1984,2100
83712,365,1325
83713,102,3410
83714,503,2897
83715,327,823
83716,1937,3391
83717,3973,4757
83718,1028,1481
83719,4253,4408
83720,1084,4253
83721,102,4099
83722,2523,2794
83723,503,1338
83724,3144,3689
83725,1338,1984
83726,4578,4662
83727,701,3996
83728,2984,4505
83729,180,4662
83730,258,4578
83731,3973,4012
83732,48,3843
83733,365,1416
83734,259,2897
83735,1416,2803
83736,48,4505
83737,674,3996
83738,1152,2523
83739,823,3974
83740,2523,4253
83741,286,4386
83742,2984,3144
83743,49,3496
83744,449,2786
83745,449,2435
83746,449,749
83747,449,1294
83748,49,449
83749,449,3602
83750,449,4598
83751,449,1048
83752,449,3679
83753,2435,2786
83754,749,2786
83755,1294,2786
83756,49,2786
83757,2786,3602
83758,2786,2932
83759,2786,4598
83760,1048,2786
83761,2786,3679
83762,749,2435
83763,1294,2435
83764,49,2435
83765,2435,3602
83766,2435,2932
83767,2435,4598
83768,1048,2435
83769,2435,3679
83770,749,1294
83771,49,749
83772,749,3602
83773,749,4598
83774,749,1048
83775,749,3679
83776,49,1294
83777,1294,3602
83778,1294,2932
83779,1294,4598
83780,1048,1294
83781,1294,3679
83782,49,3602
83783,49,2932
83784,49,4598
83785,49,1048
83786,49,3679
83787,2932,3602
83788,3602,4598
83789,1048,3602
83790,3602,3679
83791,2932,4598
83792,1048,2932
83793,2932,3679
83794,1048,4598
83795,3679,4598
83796,1048,3679
83797,49,489
83798,489,561
83799,489,3995
83800,489,3485
83801,489,2558
83802,49,561
83803,49,3995
83804,49,3485
83805,49,2558
83806,561,3995
83807,561,3485
83808,561,2558
83809,3485,3995
83810,2558,3995
83811,2558,3485
83812,838,970
83813,838,4237
83814,50,838
83815,838,2843
83816,970,4237
83817,50,970
83818,970,2843
83819,50,4237
83820,2843,4237
83821,50,2843
83822,2023,4692
83823,3458,4177
83824,273,4540
83825,2756,4007
83826,50,4007
83827,4540,4632
83828,3327,4834
83829,373,3938
83830,3648,4457
83831,1886,3600
83832,2756,4053
83833,2384,3024
83834,349,3234
83835,50,1886
83836,164,4849
83837,4664,4834
83838,2965,3766
83839,164,2418
83840,2139,2756
83841,3432,3693
83842,4177,4874
83843,3161,3693
83844,2691,4457
83845,4053,4664
83846,2233,2286
83847,349,2946
83848,4462,4840
83849,3693,4457
83850,1196,3306
83851,4457,4840
83852,273,2946
83853,234,2233
83854,349,4849
83855,2139,2784
83856,3600,4664
83857,1457,2691
83858,2023,3621
83859,164,4664
83860,1457,2384
83861,4632,4841
83862,50,3234
83863,3693,4619
83864,1558,3458
83865,256,4692
83866,4177,4849
83867,256,3621
83868,4410,4457
83869,2211,4664
83870,164,549
83871,2286,3122
83872,576,4177
83873,3234,4849
83874,362,4874
83875,2784,4840
83876,2139,2877
83877,3306,4619
83878,273,4007
83879,3161,4619
83880,549,1886
83881,3122,4692
83882,3458,4504
83883,362,3710
83884,1209,4840
83885,3161,3660
83886,1196,4849
83887,256,3306
83888,149,4053
83889,149,3660
83890,256,3327
83891,2418,3660
83892,2418,3432
83893,234,3938
83894,3766,4462
83895,3161,4134
83896,549,3648
83897,3660,3782
83898,3660,4632
83899,3782,4834
83900,576,3161
83901,2600,4323
83902,576,3660
83903,2946,4410
83904,2965,3024
83905,50,3161
83906,2286,3938
83907,2384,2946
83908,4834,4874
83909,3306,4457
83910,2784,3693
83911,588,2946
83912,2691,3660
83913,373,3648
83914,50,588
83915,4053,4692
83916,3693,4101
83917,349,4101
83918,2784,3458
83919,362,4692
83920,164,1112
83921,2211,3621
83922,3234,4053
83923,268,2384
83924,419,4410
83925,3122,4874
83926,2946,3024
83927,2211,3600
83928,2233,3122
83929,273,576
83930,4540,4692
83931,4457,4874
83932,2965,3306
83933,2211,4849
83934,268,1209
83935,2965,4840
83936,149,2691
83937,50,3432
83938,239,4462
83939,164,4840
83940,1046,3024
83941,1457,3938
83942,239,3122
83943,1196,4619
83944,2756,4874
83945,1558,3161
83946,2233,4664
83947,3660,3710
83948,349,362
83949,1886,2877
83950,164,3161
83951,3458,4462
83952,239,2965
83953,3648,4840
83954,3234,4462
83955,362,588
83956,4632,4834
83957,362,549
83958,1558,3600
83959,3024,4007
83960,1196,3161
83961,2023,3234
83962,234,373
83963,2384,3648
83964,588,3432
83965,50,273
83966,2211,4410
83967,1558,1886
83968,3693,4840
83969,1558,3648
83970,2233,4619
83971,2384,4323
83972,3710,4840
83973,1209,4834
83974,234,3766
83975,2600,3234
83976,2384,4874
83977,2139,4410
83978,2877,3327
83979,2877,4053
83980,576,2600
83981,234,4540
83982,3600,4462
83983,4410,4540
83984,1457,3710
83985,1457,4834
83986,256,4504
83987,164,1558
83988,1558,2946
83989,1112,3938
83990,2784,4874
83991,2139,3766
83992,2600,4457
83993,3782,4007
83994,2756,4834
83995,1046,4692
83996,2784,3234
83997,3710,3938
83998,268,2418
83999,2600,4834
84000,3327,4692
84001,3122,3648
84002,273,1558
84003,588,3766
84004,3327,4177
84005,234,3693
84006,3600,4692
84007,2211,2691
84008,273,3306
84009,373,3327
84010,149,1112
84011,4462,4664
84012,268,3621
84013,362,1457
84014,588,3693
84015,149,3648
84016,234,419
84017,2691,4632
84018,549,2965
84019,164,419
84020,50,4692
84021,2965,4134
84022,273,4841
84023,373,588
84024,1558,3693
84025,1046,2691
84026,273,2418
84027,50,1112
84028,588,3306
84029,3648,4664
84030,234,1558
84031,2691,3782
84032,268,4874
84033,234,2139
84034,419,1558
84035,4840,4841
84036,549,4692
84037,149,362
84038,349,2784
84039,2630,3710
84040,3161,3782
84041,268,3660
84042,549,1046
84043,2600,2756
84044,3458,3782
84045,588,1558
84046,2286,3782
84047,3161,4874
84048,576,3621
84049,349,2286
84050,273,3648
84051,239,1886
84052,419,3024
84053,2756,4619
84054,3660,4540
84055,3234,4664
84056,373,4323
84057,4323,4462
84058,3306,3432
84059,4101,4323
84060,549,4834
84061,1112,2877
84062,2418,4692
84063,349,2139
84064,2418,3122
84065,373,4840
84066,3648,4462
84067,3122,4007
84068,2784,4664
84069,1457,4462
84070,1112,3710
84071,2965,3458
84072,239,1196
84073,2384,3327
84074,4457,4462
84075,2691,2946
84076,2233,2756
84077,588,3234
84078,3600,4007
84079,149,3600
84080,1196,3766
84081,2877,3621
84082,1112,4053
84083,419,2600
84084,3327,3600
84085,256,549
84086,149,2023
84087,256,3660
84088,2211,2756
84089,1558,3782
84090,3432,4632
84091,576,4840
84092,373,1196
84093,1209,4457
84094,362,4632
84095,3122,3693
84096,3306,4841
84097,4840,4874
84098,1112,3024
84099,2286,3600
84100,419,4632
84101,576,2418
84102,1196,2023
84103,2600,2691
84104,3024,4457
84105,4619,4874
84106,256,1046
84107,149,2946
84108,2139,4874
84109,2384,4849
84110,3660,4692
84111,3161,3458
84112,234,4462
84113,588,2023
84114,1457,2756
84115,273,4849
84116,149,4323
84117,239,3938
84118,164,362
84119,2139,2965
84120,1196,2418
84121,3327,4849
84122,1196,1457
84123,164,1046
84124,4101,4134
84125,2286,3432
84126,3327,4874
84127,3024,4101
84128,1046,1558
84129,2691,3621
84130,234,2600
84131,2630,3648
84132,3161,4053
84133,2877,3648
84134,1112,3660
84135,588,4692
84136,362,4619
84137,4053,4840
84138,588,4457
84139,2784,3600
84140,549,2023
84141,164,4841
84142,3122,4840
84143,2286,4457
84144,2211,4632
84145,1046,3122
84146,1112,3458
84147,2691,4007
84148,3458,3693
84149,3024,3306
84150,419,4619
84151,239,1457
84152,2756,4177
84153,273,3766
84154,2023,2418
84155,2630,4053
84156,3122,3234
84157,419,4457
84158,3432,3766
84159,3648,4841
84160,1209,4101
84161,576,3458
84162,3024,4504
84163,1196,4504
84164,149,373
84165,1886,3161
84166,50,4462
84167,2877,4632
84168,2286,3234
84169,3660,4874
84170,1457,4177
84171,549,3710
84172,1196,2784
84173,4323,4840
84174,50,2600
84175,373,2946
84176,2023,4323
84177,50,3710
84178,1886,3938
84179,549,3024
84180,1457,4619
84181,3660,4053
84182,2877,3458
84183,3600,4840
84184,362,2233
84185,4619,4841
84186,373,4540
84187,2630,4874
84188,234,4664
84189,588,2630
84190,273,3024
84191,149,4457
84192,1457,3782
84193,50,362
84194,419,3234
84195,549,3161
84196,2139,3782
84197,373,3234
84198,4007,4323
84199,1196,2756
84200,4462,4841
84201,268,362
84202,2286,4834
84203,2139,4692
84204,2784,2946
84205,362,4053
84206,256,373
84207,3600,3660
84208,2965,3648
84209,164,2384
84210,1112,1558
84211,2384,4834
84212,4323,4457
84213,268,2756
84214,2784,4134
84215,273,3660
84216,1046,4840
84217,164,4632
84218,2023,4462
84219,2600,2877
84220,2286,2384
84221,273,2756
84222,2286,3327
84223,549,2630
84224,3660,4504
84225,273,3458
84226,349,2233
84227,4053,4134
84228,1209,3458
84229,2211,2600
84230,2600,4874
84231,2965,3938
84232,1457,4841
84233,1886,4632
84234,2286,2418
84235,362,4134
84236,2756,4849
84237,2418,4504
84238,1886,4053
84239,2023,3161
84240,1196,2600
84241,50,2946
84242,2877,3782
84243,3600,4632
84244,3122,4134
84245,549,2691
84246,1886,2756
84247,2384,3306
84248,4134,4874
84249,239,3782
84250,2946,4007
84251,2418,4177
84252,2630,4134
84253,3432,3660
84254,549,4632
84255,239,3710
84256,3234,3710
84257,373,3458
84258,1112,3648
84259,362,4504
84260,373,2286
84261,373,4101
84262,1209,4619
84263,1046,1886
84264,268,3938
84265,1209,2691
84266,2784,4834
84267,373,2630
84268,3710,4841
84269,373,1457
84270,2233,4177
84271,2756,2965
84272,1112,4840
84273,2286,4323
84274,2023,2965
84275,362,2023
84276,1886,4101
84277,4462,4504
84278,373,4410
84279,3782,4692
84280,3710,4664
84281,256,2965
84282,4134,4462
84283,576,1558
84284,268,3710
84285,1558,2600
84286,2756,2946
84287,3766,4874
84288,576,1457
84289,3782,4849
84290,419,4540
84291,2023,4134
84292,2286,4619
84293,273,2211
84294,2418,2877
84295,3306,3710
84296,2600,4664
84297,549,3621
84298,3782,4664
84299,3024,3766
84300,3600,3938
84301,149,2877
84302,164,373
84303,3600,3648
84304,3648,4619
84305,268,4840
84306,256,273
84307,549,4410
84308,4177,4323
84309,239,1112
84310,1457,2023
84311,273,1457
84312,268,2946
84313,234,4134
84314,373,1886
84315,1046,2139
84316,2691,2784
84317,2691,4874
84318,164,4134
84319,50,3938
84320,3024,4874
84321,2946,3621
84322,1886,3432
84323,1209,3621
84324,2384,3161
84325,4101,4457
84326,2233,2630
84327,1558,4323
84328,373,3766
84329,3122,3938
84330,3234,4007
84331,549,2139
84332,2756,3710
84333,1886,4177
84334,3432,4323
84335,2418,4632
84336,2384,4664
84337,2630,4632
84338,4632,4849
84339,273,2877
84340,419,3458
84341,50,373
84342,1196,3458
84343,4053,4874
84344,349,2756
84345,362,3938
84346,3938,4840
84347,4323,4504
84348,419,4134
84349,3234,3766
84350,2211,3122
84351,3432,4462
84352,164,2023
84353,1457,3234
84354,2784,4323
84355,549,4101
84356,349,3122
84357,2233,2600
84358,588,4410
84359,373,2877
84360,1112,4874
84361,4410,4632
84362,268,4692
84363,3782,4101
84364,2286,2600
84365,2384,3621
84366,4177,4834
84367,2418,2756
84368,1457,4632
84369,50,1457
84370,373,3600
84371,2139,4177
84372,149,4632
84373,256,3600
84374,3161,4840
84375,2211,3660
84376,164,3782
84377,1457,2877
84378,2023,2286
84379,2965,3710
84380,3458,4834
84381,268,2023
84382,2630,3161
84383,273,1196
84384,273,4504
84385,373,3621
84386,549,4849
84387,164,2965
84388,4504,4664
84389,362,3693
84390,50,4457
84391,2384,3938
84392,273,4134
84393,4134,4841
84394,419,4053
84395,239,4504
84396,419,2211
84397,362,2877
84398,273,4632
84399,3432,3938
84400,268,3766
84401,2384,3432
84402,273,2784
84403,2784,2965
84404,2023,3306
84405,239,2418
84406,3600,3710
84407,164,4504
84408,2946,3161
84409,164,349
84410,268,4177
84411,2023,4834
84412,1196,4692
84413,149,4692
84414,2286,2877
84415,268,3161
84416,2023,3938
84417,1112,3432
84418,3766,4632
84419,2233,2965
84420,373,4007
84421,2877,4540
84422,3782,4323
84423,2286,3024
84424,2233,4692
84425,256,4410
84426,1457,2286
84427,2139,3600
84428,50,3458
84429,349,1209
84430,164,2233
84431,3648,4007
84432,3024,4619
84433,3327,4840
84434,4134,4849
84435,588,4874
84436,2384,2418
84437,3432,4841
84438,4664,4692
84439,239,3306
84440,273,2233
84441,3161,4692
84442,1558,3024
84443,3782,4841
84444,362,3621
84445,349,4632
84446,268,1886
84447,2756,2877
84448,3458,4457
84449,1112,1457
84450,3693,4664
84451,4323,4874
84452,234,2384
84453,4101,4632
84454,373,4841
84455,373,419
84456,1457,4874
84457,239,2630
84458,419,3161
84459,268,3024
84460,2286,4840
84461,1112,3234
84462,549,4874
84463,3693,4462
84464,3234,4619
84465,2418,2691
84466,239,4619
84467,4053,4462
84468,4007,4841
84469,2630,4840
84470,239,4874
84471,3600,4134
84472,1457,4053
84473,3306,4007
84474,1886,4692
84475,3600,3693
84476,3024,3660
84477,1558,4834
84478,234,273
84479,4692,4834
84480,3710,4504
84481,256,3234
84482,268,4540
84483,3710,4874
84484,3710,4462
84485,4177,4841
84486,2139,4841
84487,149,2630
84488,349,4874
84489,2691,4177
84490,2756,3938
84491,349,3327
84492,50,2784
84493,164,268
84494,2233,4540
84495,50,149
84496,149,3306
84497,2946,4692
84498,149,3458
84499,256,2600
84500,2139,4664
84501,2384,3458
84502,3024,4849
84503,3648,4540
84504,373,3122
84505,234,4840
84506,373,4134
84507,549,4323
84508,2139,3693
84509,2600,3938
84510,2286,2965
84511,164,3024
84512,1196,3327
84513,1457,3766
84514,4619,4664
84515,3710,4177
84516,1457,4840
84517,2965,4664
84518,273,4619
84519,239,4007
84520,256,2784
84521,2877,3660
84522,3306,3938
84523,239,588
84524,3600,4834
84525,3782,3938
84526,2211,2286
84527,268,4664
84528,3766,4177
84529,256,4323
84530,2630,3660
84531,3122,4410
84532,1112,4462
84533,1886,2286
84534,3660,4840
84535,268,2630
84536,576,2139
84537,4053,4101
84538,549,4664
84539,50,4840
84540,2756,3660
84541,362,1558
84542,1209,3327
84543,576,3693
84544,3306,4834
84545,419,4849
84546,1196,3660
84547,2630,3432
84548,373,2784
84549,1046,2965
84550,256,3122
84551,4053,4504
84552,50,2965
84553,3458,4007
84554,149,1196
84555,362,1196
84556,2630,2965
84557,576,3024
84558,419,2384
84559,1209,3938
84560,50,2023
84561,1209,2384
84562,3621,4101
84563,588,4632
84564,1196,4007
84565,234,2211
84566,3693,3782
84567,273,3621
84568,239,2877
84569,1112,2233
84570,349,588
84571,256,3782
84572,1046,4177
84573,268,1196
84574,164,1209
84575,1112,3782
84576,2877,3693
84577,50,164
84578,4619,4849
84579,268,3234
84580,362,3766
84581,3621,4841
84582,2384,3782
84583,373,3710
84584,349,3648
84585,588,4540
84586,50,1558
84587,2139,2286
84588,419,2233
84589,4101,4834
84590,2630,2877
84591,549,4504
84592,2023,3327
84593,362,1209
84594,373,3660
84595,2418,4840
84596,1209,3766
84597,2233,2784
84598,256,1558
84599,588,4840
84600,4632,4840
84601,3600,4323
84602,3766,4134
84603,3648,4134
84604,256,4619
84605,549,4619
84606,3648,4692
84607,3660,4134
84608,1209,3024
84609,3161,4834
84610,273,3327
84611,2139,4462
84612,588,3161
84613,2023,2877
84614,419,4462
84615,268,2691
84616,3306,4410
84617,239,2946
84618,576,2630
84619,2384,3660
84620,149,4840
84621,588,3710
84622,1209,3161
84623,268,349
84624,164,3432
84625,4007,4540
84626,1558,4874
84627,1112,2784
84628,1457,3648
84629,349,3782
84630,268,4834
84631,2139,3938
84632,588,4841
84633,3432,4692
84634,2211,3710
84635,349,3024
84636,588,4101
84637,149,3161
84638,3621,4134
84639,3938,4134
84640,3458,4053
84641,1046,3710
84642,3122,4457
84643,4410,4664
84644,4540,4841
84645,3621,4619
84646,2600,2965
84647,2384,4053
84648,4177,4664
84649,1457,4134
84650,2286,3710
84651,239,3766
84652,239,3327
84653,1558,4462
84654,268,4619
84655,3122,4177
84656,2600,3306
84657,149,3766
84658,273,3782
84659,2784,4849
84660,256,4632
84661,362,1112
84662,576,2965
84663,234,2756
84664,3693,4540
84665,2965,4619
84666,4323,4540
84667,3458,4840
84668,2946,2965
84669,3161,3306
84670,549,3782
84671,3327,4619
84672,4664,4840
84673,2233,4323
84674,373,3693
84675,576,3648
84676,373,549
84677,1209,3234
84678,4323,4692
84679,349,4323
84680,419,1196
84681,268,1457
84682,1046,1209
84683,50,4134
84684,1209,4632
84685,576,4619
84686,3458,3710
84687,3693,4007
84688,3306,4101
84689,4504,4632
84690,2418,3306
84691,234,2965
84692,1196,4840
84693,349,4462
84694,419,588
84695,149,3621
84696,3782,4632
84697,2756,4692
84698,4462,4834
84699,149,3432
84700,273,3710
84701,239,2691
84702,50,3693
84703,4462,4692
84704,256,4457
84705,419,2418
84706,268,1112
84707,576,3600
84708,1886,4841
84709,1196,3024
84710,273,549
84711,1558,4632
84712,1112,3161
84713,2233,3660
84714,1196,2691
84715,2600,4692
84716,3660,4177
84717,3234,4841
84718,2023,2139
84719,2756,4632
84720,1209,4540
84721,1209,2023
84722,273,1209
84723,4101,4849
84724,3648,3938
84725,1046,3693
84726,2965,4462
84727,576,588
84728,4632,4874
84729,1196,3122
84730,164,4457
84731,2384,2784
84732,2286,4664
84733,419,3621
84734,1196,4462
84735,576,4874
84736,273,3432
84737,3306,4840
84738,2211,2965
84739,1209,3660
84740,1112,3122
84741,362,3432
84742,419,3766
84743,1886,4007
84744,4410,4834
84745,4410,4619
84746,4664,4841
84747,3327,3458
84748,4619,4834
84749,50,4841
84750,3621,4874
84751,3458,3621
84752,1886,3782
84753,3161,4841
84754,4410,4849
84755,1112,3621
84756,4007,4632
84757,1196,2286
84758,2946,3122
84759,273,3122
84760,4410,4841
84761,4134,4664
84762,3766,4834
84763,273,588
84764,3938,4664
84765,1558,4053
84766,1209,3600
84767,2946,3306
84768,164,1457
84769,4504,4849
84770,3432,4834
84771,1558,3938
84772,273,2384
84773,256,4101
84774,349,2023
84775,239,3458
84776,3782,4177
84777,2286,4632
84778,2384,4692
84779,1196,2630
84780,2418,3161
84781,419,1457
84782,2756,3782
84783,4177,4462
84784,2023,4177
84785,2756,3458
84786,3458,3938
84787,2600,4504
84788,1196,1886
84789,3024,4841
84790,3122,4632
84791,588,2418
84792,1196,2211
84793,3234,3693
84794,1886,4323
84795,349,3660
84796,1046,2877
84797,239,362
84798,373,1209
84799,2384,4462
84800,256,362
84801,50,576
84802,234,3621
84803,3710,4692
84804,3648,4834
84805,2418,4457
84806,2877,4323
84807,234,3660
84808,2877,4504
84809,3432,3621
84810,2600,3024
84811,3122,3600
84812,4840,4849
84813,4134,4410
84814,1196,3432
84815,2600,3766
84816,3938,4410
84817,2023,3432
84818,3600,4849
84819,4410,4692
84820,1558,4840
84821,3024,4177
84822,164,2600
84823,164,4053
84824,149,2784
84825,2384,4101
84826,4540,4664
84827,3327,3621
84828,1046,2233
84829,1046,2211
84830,2384,3710
84831,268,373
84832,1886,2965
84833,4410,4504
84834,373,3306
84835,234,3432
84836,50,2190
84837,588,2190
84838,50,836
84839,1102,2637
84840,2637,3565
84841,2637,3152
84842,2637,4506
84843,51,2637
84844,2637,3286
84845,2637,3418
84846,700,2637
84847,1822,2637
84848,1102,3565
84849,1102,3152
84850,1102,4506
84851,51,1102
84852,1102,3286
84853,1102,3418
84854,1102,1822
84855,3152,3565
84856,3565,4506
84857,51,3565
84858,3286,3565
84859,3418,3565
84860,700,3565
84861,1822,3565
84862,3152,4506
84863,51,3152
84864,3152,3286
84865,3152,3418
84866,700,3152
84867,1822,3152
84868,51,4506
84869,3286,4506
84870,3418,4506
84871,700,4506
84872,1822,4506
84873,51,3286
84874,51,3418
84875,51,700
84876,51,1822
84877,3286,3418
84878,700,3286
84879,1822,3286
84880,700,3418
84881,1822,3418
84882,700,1822
84883,1254,1604
84884,1604,2569
84885,1604,2923
84886,690,1604
84887,1604,3260
84888,52,1604
84889,1604,1782
84890,1604,3034
84891,60,1604
84892,1254,2569
84893,1254,2923
84894,690,1254
84895,1254,3260
84896,52,1254
84897,1254,1782
84898,1254,3034
84899,60,1254
84900,2569,2923
84901,690,2569
84902,2569,3260
84903,52,2569
84904,1782,2569
84905,2569,3034
84906,60,2569
84907,690,2923
84908,2923,3260
84909,52,2923
84910,1782,2923
84911,2923,3034
84912,60,2923
84913,690,3260
84914,52,690
84915,690,1782
84916,690,3034
84917,60,690
84918,52,3260
84919,1782,3260
84920,3034,3260
84921,60,3260
84922,52,1782
84923,52,3034
84924,52,60
84925,1782,3034
84926,60,1782
84927,53,4803
84928,2276,3265
84929,1382,3265
84930,1578,3265
84931,3265,4782
84932,2738,3265
84933,53,3265
84934,1278,3265
84935,1382,2276
84936,1578,2276
84937,2276,4782
84938,2276,2738
84939,53,2276
84940,1278,2276
84941,1382,1578
84942,1382,4782
84943,1382,2738
84944,53,1382
84945,1278,1382
84946,1578,4782
84947,1578,2738
84948,53,1578
84949,1278,1578
84950,2738,4782
84951,53,4782
84952,1278,4782
84953,53,2738
84954,1278,2738
84955,53,1278
84956,2193,3983
84957,2326,3983
84958,664,3983
84959,2975,3983
84960,1571,3983
84961,1832,3983
84962,3117,3983
84963,3380,3983
84964,54,3983
84965,2876,3983
84966,2243,3983
84967,584,3983
84968,977,3983
84969,1626,3983
84970,731,3983
84971,1372,3983
84972,2660,3983
84973,3983,4069
84974,2022,3983
84975,2193,2326
84976,664,2193
84977,2193,2975
84978,1571,2193
84979,1832,2193
84980,2193,2475
84981,2193,3117
84982,2193,3380
84983,54,2193
84984,2193,2876
84985,2193,2243
84986,584,2193
84987,977,2193
84988,1626,2193
84989,731,2193
84990,1372,2193
84991,2193,2660
84992,2193,4069
84993,2022,2193
84994,664,2326
84995,2326,2975
84996,1571,2326
84997,1832,2326
84998,2326,2475
84999,2326,3117
85000,2326,3380
85001,54,2326
85002,2326,2876
85003,2243,2326
85004,584,2326
85005,977,2326
85006,1626,2326
85007,731,2326
85008,1372,2326
85009,2326,2660
85010,2326,4069
85011,2022,2326
85012,664,2975
